symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of,confluence_count,confluence_timeframes,merged_from,primary_timeframe,primary_base_time
AAPL,1D,demand,DBR,2025-08-05T00:00:00-04:00,203.4,202.16,203.4,205.34,202.16,202.92,3.18,0.86,0.15,2.85,15.87,2.11,fresh,0,False,10.96,2025-08-06T00:00:00-04:00,2025-08-06 00:00:00-04:00,,,2026-05-21T16:00:00-04:00,1,1D,1D demand 202.16-203.40 DBR,1D,2025-08-05T00:00:00-04:00
AAPL,1D,demand,RBR,2025-08-07T00:00:00-04:00,220.03,216.58,218.88,220.85,216.58,220.03,4.27,1.59,4.34,2.36,7.38,2.01,fresh,0,False,10.37,2025-08-08T00:00:00-04:00,2025-08-08 00:00:00-04:00,,,2026-05-21T16:00:00-04:00,1,1D,1D demand 216.58-220.03 RBR,1D,2025-08-07T00:00:00-04:00
AAPL,1D,demand,RBR,2025-08-11T00:00:00-04:00,227.92,224.76,227.92,229.56,224.76,227.18,4.8,1.0,1.59,0.55,2.22,0.9,multiple_tests,3,False,5.45,2025-08-12T00:00:00-04:00,2025-08-12 00:00:00-04:00,,2025-09-11T00:00:00-04:00,2026-05-21T16:00:00-04:00,2,1D,1D demand 224.76-227.92 RBR; 1D demand 226.23-227.16 RBR,1D,2025-08-11T00:00:00-04:00
AAPL,1D,demand,DBR/RBR,2025-09-18T00:00:00-04:00,239.97,235.03,239.97,241.2,236.65,237.88,4.55,0.9,-0.07,1.97,2.05,3.34,fresh,0,False,11.47,2025-09-19T00:00:00-04:00,2025-09-19 00:00:00-04:00,,,2026-05-21T16:00:00-04:00,2,1D,1D demand 236.65-239.97 DBR; 1D demand 235.03-237.00 RBR,1D,2025-09-18T00:00:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-03-30T00:00:00-04:00,251.96,244.68,250.07,250.87,245.51,246.63,5.36,0.98,-1.27,1.45,2.08,1.23,fresh,0,False,8.68,2026-03-31T00:00:00-04:00,2026-03-31 00:00:00-04:00,,2026-04-07T00:00:00-04:00,2026-05-21T16:00:00-04:00,17,"1D,4H,3H,2H,90m,1H",1D demand 245.51-250.07 DBR; 1D demand 244.68-248.04 DBR; 1D demand 245.13-248.25 DBR; 4H demand 247.64-248.94 RBR; 4H demand 245.51-246.54 DBR; 3H demand 247.64-248.94 RBR; 3H demand 245.51-246.54 DBR; 2H demand 245.51-246.54 RBR; 90m demand 245.70-248.46 DBR; 90m demand 250.12-251.62 RBR; 90m demand 247.10-248.96 RBR; 90m demand 245.51-246.74 DBR; 90m demand 245.50-246.12 DBR; 1H demand 250.12-251.96 RBR; 1H demand 245.51-246.54 RBR; 1H demand 247.10-248.96 RBR; 1H demand 245.58-245.88 DBR,1D,2026-03-30T00:00:00-04:00
AAPL,4H/3H/2H/1H,demand,RBR,2026-04-07T14:30:00-04:00,253.49,250.12,251.33,253.61,250.12,253.49,3.49,0.99,1.59,1.27,2.15,0.9,fresh,0,False,8.67,2026-04-08T06:30:00-04:00,2026-04-08 06:30:00-04:00,,,2026-05-21T16:00:00-04:00,4,"4H,3H,2H,1H",4H demand 250.12-253.49 RBR; 3H demand 250.12-253.49 RBR; 2H demand 250.12-253.49 RBR; 1H demand 251.29-251.62 RBR,4H,2026-04-07T14:30:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-14T00:00:00-04:00,259.25,256.53,259.25,261.93,257.19,258.83,4.74,1.16,-0.33,1.5,19.93,1.2,fresh,0,False,10.2,2026-04-15T00:00:00-04:00,2026-04-15 00:00:00-04:00,,,2026-05-21T16:00:00-04:00,14,"1D,4H,3H,2H,90m,1H",1D demand 257.19-259.25 DBR; 1D demand 256.53-258.90 RBR; 4H demand 257.75-258.86 RBR; 4H demand 256.78-257.88 DBR; 3H demand 257.75-258.86 RBR; 3H demand 256.78-257.87 DBR; 3H demand 257.10-258.14 RBR; 2H demand 257.75-258.86 RBR; 2H demand 257.52-257.88 RBR; 2H demand 256.90-257.43 DBR; 90m demand 256.86-257.31 DBR; 90m demand 256.90-257.50 DBR; 1H demand 257.19-258.04 DBR; 1H demand 257.09-257.23 DBR,1D,2026-04-14T00:00:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-16T00:00:00-04:00,267.64,261.27,266.8,267.16,261.27,263.4,5.89,1.01,0.85,1.28,2.01,1.43,fresh,0,False,10.93,2026-04-17T00:00:00-04:00,2026-04-17 00:00:00-04:00,,2026-04-27T00:00:00-04:00,2026-05-21T16:00:00-04:00,15,"1D,4H,3H,2H,90m,1H",1D demand 261.27-266.80 RBR; 4H demand 263.26-263.59 RBR; 4H demand 265.87-266.38 DBR; 3H demand 263.26-263.53 RBR; 3H demand 266.09-267.64 RBR; 3H demand 265.87-266.22 DBR; 2H demand 263.26-263.59 DBR; 2H demand 266.09-266.35 DBR; 2H demand 265.87-266.38 DBR; 90m demand 266.09-266.83 DBR; 90m demand 263.09-263.52 RBR; 90m demand 265.40-266.73 DBR; 1H demand 263.26-263.63 DBR; 1H demand 261.27-262.24 DBR; 1H demand 266.06-266.38 RBR,1D,2026-04-16T00:00:00-04:00
AAPL,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-29T14:30:00-04:00,271.92,268.2,269.73,270.5,269.37,270.19,1.13,0.52,0.3,0.66,3.01,0.96,fresh,0,False,9.09,2026-04-30T06:30:00-04:00,2026-04-30 06:30:00-04:00,,,2026-05-21T16:00:00-04:00,9,"4H,3H,2H,90m,1H",4H demand 269.37-270.19 RBR; 3H demand 269.37-270.20 DBR; 2H demand 269.37-270.19 RBR; 2H demand 269.64-269.83 DBR; 90m demand 269.61-270.19 RBR; 90m demand 270.73-271.92 RBR; 90m demand 268.20-269.41 DBR; 1H demand 269.61-270.27 DBR; 1H demand 270.73-271.88 RBR,4H,2026-04-29T14:30:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-05-04T00:00:00-04:00,281.4,274.86,279.65,280.63,274.86,276.83,5.77,1.0,0.99,1.33,2.57,1.06,fresh,0,False,9.89,2026-05-05T00:00:00-04:00,2026-05-05 00:00:00-04:00,,,2026-05-21T16:00:00-04:00,9,"1D,4H,3H,2H,90m,1H",1D demand 274.86-279.65 RBR; 4H demand 276.26-276.84 RBR; 3H demand 276.26-277.06 DBR; 2H demand 276.26-276.84 RBR; 2H demand 279.71-281.40 RBR; 2H demand 275.43-276.27 DBR; 90m demand 276.47-276.84 RBR; 90m demand 279.71-281.18 RBR; 1H demand 276.51-277.08 DBR,1D,2026-05-04T00:00:00-04:00
AAPL,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-05-07T00:00:00-04:00,289.27,283.41,289.27,292.13,285.78,287.44,6.35,0.95,0.58,1.04,3.21,1.1,fresh,0,False,10.22,2026-05-08T00:00:00-04:00,2026-05-08 00:00:00-04:00,,,2026-05-21T16:00:00-04:00,15,"1D,4H,3H,2H,90m,1H",1D demand 285.78-289.27 RBR; 4H demand 285.78-288.28 DBR; 4H demand 286.67-287.55 RBR; 4H demand 283.41-284.26 RBR; 3H demand 285.78-288.76 DBR; 3H demand 286.57-287.55 RBR; 2H demand 285.78-288.28 DBR; 2H demand 286.67-287.55 RBR; 2H demand 283.41-284.26 RBR; 2H demand 283.88-286.26 RBR; 90m demand 285.78-287.46 DBR; 90m demand 283.41-284.21 RBR; 90m demand 287.04-287.55 RBR; 90m demand 283.88-286.13 RBR; 1H demand 286.28-287.46 DBR,1D,2026-05-07T00:00:00-04:00
