symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of
NVDA,90m,demand,RBR,2026-01-14T14:00:00-05:00,182.15,180.8,182.02,182.61,180.8,182.15,1.81,0.99,0.03,0.64,8.15,0.61,fresh,0,False,5.0,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
NVDA,90m,supply,RBD,2026-01-15T12:30:00-05:00,189.7,188.62,188.62,189.7,188.15,189.51,1.55,0.92,1.01,-1.16,2.34,1.12,fresh,0,False,6.03,2026-01-15T14:00:00-05:00,2026-01-15 14:00:00-05:00,,,2026-01-15T16:00:00-05:00
NVDA,1H,supply,RBD,2026-01-07T15:30:00-05:00,189.26,188.99,188.99,189.26,188.78,189.24,0.48,0.5,-0.02,-1.78,12.12,2.18,multiple_tests,5,False,4.96,2026-01-08T09:30:00-05:00,2026-01-08 09:30:00-05:00,,2026-01-15T14:30:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1H,demand,RBR,2026-01-14T14:30:00-05:00,182.15,180.8,181.84,182.61,180.8,182.15,1.81,0.99,-0.04,0.66,3.42,0.81,fresh,0,False,4.97,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
NVDA,1H,demand,RBR,2026-01-15T10:30:00-05:00,187.6,186.83,187.6,188.57,186.83,187.52,1.74,1.09,2.8,0.71,13.81,1.18,multiple_tests,2,False,2.89,2026-01-15T11:30:00-05:00,2026-01-15 11:30:00-05:00,,2026-01-15T15:30:00-05:00,2026-01-15T16:00:00-05:00
NVDA,2H,demand,DBR,2026-01-14T13:30:00-05:00,182.22,180.8,182.22,182.61,180.8,182.15,1.81,0.93,0.09,0.57,15.14,0.47,fresh,0,False,5.04,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
NVDA,3H,demand,DBR,2026-01-14T12:30:00-05:00,182.15,180.8,182.09,182.61,180.8,182.15,1.81,0.96,-1.52,0.44,17.67,0.33,fresh,0,False,5.27,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
NVDA,1D,demand,DBR,2025-09-08T00:00:00-04:00,168.31,167.35,167.55,170.96,167.35,168.31,3.61,0.91,-0.72,0.53,2.2,0.87,fresh,0,False,7.4,2025-09-09T00:00:00-04:00,2025-09-09 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
NVDA,1D,demand,RBR,2025-09-09T00:00:00-04:00,170.76,166.74,169.09,170.98,166.74,170.76,4.24,0.87,0.8,1.41,3.93,1.25,multiple_tests,3,False,6.16,2025-09-10T00:00:00-04:00,2025-09-10 00:00:00-04:00,,2025-12-17T00:00:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1D,demand,DBR,2025-09-17T00:00:00-04:00,172.64,168.41,172.64,173.2,168.41,170.29,4.79,1.14,-1.68,1.34,2.53,1.03,multiple_tests,3,False,5.87,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2025-12-18T00:00:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1D,supply,RBD,2025-11-03T00:00:00-05:00,211.34,206.88,208.08,211.34,205.56,206.88,5.78,1.0,0.73,-1.49,3.59,1.05,fresh,0,False,8.54,2025-11-04T00:00:00-05:00,2025-11-04 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
NVDA,1D,supply,RBD,2025-11-10T00:00:00-05:00,199.94,195.11,195.11,199.94,193.79,199.05,6.15,1.05,1.82,-0.98,1.49,0.93,multiple_tests,2,False,5.41,2025-11-11T00:00:00-05:00,2025-11-11 00:00:00-05:00,,2025-11-20T00:00:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1D,supply,DBD,2025-11-12T00:00:00-05:00,195.89,193.8,195.72,195.89,191.13,193.8,4.76,0.84,-0.9,-1.19,2.18,1.12,one_test,1,False,6.81,2025-11-13T00:00:00-05:00,2025-11-13 00:00:00-05:00,,2025-11-20T00:00:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1D,demand,DBR,2025-12-18T00:00:00-05:00,174.53,171.82,174.53,176.15,171.82,174.14,4.33,0.87,-0.62,1.18,11.09,1.61,fresh,0,False,8.79,2025-12-19T00:00:00-05:00,2025-12-19 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
NVDA,1D,demand,RBR,2025-12-22T00:00:00-05:00,183.92,182.35,183.92,184.16,182.35,183.69,1.81,0.68,2.0,1.16,27.13,0.92,multiple_tests,5,False,5.58,2025-12-23T00:00:00-05:00,2025-12-23 00:00:00-05:00,,2026-01-14T00:00:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1D,supply,RBD,2026-01-02T00:00:00-05:00,192.93,188.85,189.84,192.93,188.26,188.85,4.67,0.91,0.31,-0.17,3.7,1.13,multiple_tests,4,False,4.8,2026-01-05T00:00:00-05:00,2026-01-05 00:00:00-05:00,,2026-01-15T00:00:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1D,supply,RBD,2026-01-07T00:00:00-05:00,191.37,188.57,188.57,191.37,186.56,189.11,4.81,0.95,0.23,-0.93,7.54,1.06,one_test,1,False,6.49,2026-01-08T00:00:00-05:00,2026-01-08 00:00:00-05:00,,2026-01-15T00:00:00-05:00,2026-01-15T16:00:00-05:00
NVDA,1D,demand,DBR,2026-01-14T00:00:00-05:00,184.32,180.8,184.32,184.46,180.8,183.14,3.66,1.02,-0.42,0.91,3.31,1.31,fresh,0,False,8.22,2026-01-15T00:00:00-05:00,2026-01-15 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,90m,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,0.76,0.14,-0.4,3.38,2.75,multiple_tests,4,False,4.4,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-01-15T16:00:00-05:00
AMD,90m,demand,DBR,2026-01-14T14:00:00-05:00,222.26,219.86,222.26,223.35,219.86,221.38,3.49,0.78,0.02,0.68,2.45,0.6,fresh,0,False,5.03,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,90m,supply,DBD,2026-01-15T12:30:00-05:00,238.35,235.9,236.15,238.35,235.45,235.9,2.9,0.83,-0.28,-1.61,23.76,0.99,fresh,0,False,6.35,2026-01-15T14:00:00-05:00,2026-01-15 14:00:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,1H,demand,RBR,2026-01-13T12:30:00-05:00,221.38,219.58,221.38,221.6,219.58,220.96,2.02,0.97,1.09,0.37,2.05,0.79,multiple_tests,8,False,2.16,2026-01-13T13:30:00-05:00,2026-01-13 13:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-01-15T16:00:00-05:00
AMD,1H,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,1.03,-0.34,0.5,6.58,2.58,multiple_tests,6,False,4.08,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-01-15T16:00:00-05:00
AMD,1H,demand,DBR,2026-01-14T14:30:00-05:00,221.8,219.86,221.8,223.35,219.86,221.38,3.49,0.72,-0.38,0.66,5.19,0.74,fresh,0,False,4.9,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,1H,supply,RBD,2026-01-15T12:30:00-05:00,238.35,236.15,236.15,238.35,235.8,237.65,2.55,0.73,0.36,-1.07,2.48,0.71,fresh,0,False,5.28,2026-01-15T13:30:00-05:00,2026-01-15 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,2H,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,0.62,0.02,0.71,7.88,2.65,multiple_tests,3,False,4.86,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-01-15T16:00:00-05:00
AMD,2H,supply,RBD,2026-01-15T11:30:00-05:00,238.35,236.31,236.31,238.35,235.44,237.65,2.91,1.04,3.78,-2.07,5.74,1.1,fresh,0,False,7.17,2026-01-15T13:30:00-05:00,2026-01-15 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,3H,demand,DBR,2026-01-13T15:30:00-05:00,221.73,220.74,221.73,222.99,220.74,221.02,2.25,0.47,-0.11,0.08,5.3,2.61,multiple_tests,2,False,4.69,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-01-15T16:00:00-05:00
AMD,3H,demand,RBR,2026-01-14T12:30:00-05:00,221.38,219.86,221.3,223.35,219.86,221.38,3.49,0.85,0.09,0.54,25.35,0.37,fresh,0,False,5.41,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,1D,demand,DBR,2025-09-08T00:00:00-04:00,151.8,149.22,151.8,152.64,149.22,151.41,3.42,0.83,-1.87,0.8,9.82,0.85,one_test,1,False,6.15,2025-09-09T00:00:00-04:00,2025-09-09 00:00:00-04:00,,2025-09-18T00:00:00-04:00,2026-01-15T16:00:00-05:00
AMD,1D,demand,DBR,2025-09-17T00:00:00-04:00,159.28,155.76,159.28,161.63,155.76,159.16,5.87,0.98,-0.39,-0.24,58.0,1.98,multiple_tests,6,False,5.72,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2025-09-26T00:00:00-04:00,2026-01-15T16:00:00-05:00
AMD,1D,demand,DBR,2025-09-19T00:00:00-04:00,157.39,155.9,157.38,159.84,155.9,157.39,3.94,1.24,-0.35,0.47,237.0,1.04,multiple_tests,2,False,5.01,2025-09-22T00:00:00-04:00,2025-09-22 00:00:00-04:00,,2025-09-26T00:00:00-04:00,2026-01-15T16:00:00-05:00
AMD,1D,demand,RBR,2025-09-30T00:00:00-04:00,161.79,159.33,160.79,162.28,159.33,161.79,2.95,0.68,0.46,0.43,3.1,0.91,fresh,0,False,7.34,2025-10-01T00:00:00-04:00,2025-10-01 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
AMD,1D,supply,RBD,2025-10-29T00:00:00-04:00,267.08,264.19,264.19,267.08,257.4,264.33,9.68,0.6,0.4,-0.81,36.29,0.55,fresh,0,False,7.36,2025-10-30T00:00:00-04:00,2025-10-30 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
AMD,1D,supply,RBD,2025-11-03T00:00:00-05:00,260.91,259.33,259.33,260.91,253.89,259.65,7.02,0.52,0.43,-0.85,30.0,0.8,multiple_tests,3,False,5.15,2025-11-04T00:00:00-05:00,2025-11-04 00:00:00-05:00,,2025-11-13T00:00:00-05:00,2026-01-15T16:00:00-05:00
AMD,1D,supply,DBD,2025-11-17T00:00:00-05:00,248.77,240.52,242.75,248.77,237.15,240.52,11.62,0.69,-0.64,-0.88,2.92,0.83,fresh,0,False,7.71,2025-11-18T00:00:00-05:00,2025-11-18 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
AMD,1D,demand,DBR,2025-11-21T00:00:00-05:00,208.81,195.0,208.81,208.83,195.0,203.78,13.83,1.21,-1.51,0.86,2.24,0.84,multiple_tests,11,False,5.2,2025-11-24T00:00:00-05:00,2025-11-24 00:00:00-05:00,,2026-01-12T00:00:00-05:00,2026-01-15T16:00:00-05:00
AMD,1D,demand,DBR,2025-12-18T00:00:00-05:00,203.81,200.5,203.81,206.36,200.5,201.06,5.86,0.81,-0.84,1.28,3.21,1.6,multiple_tests,3,False,6.38,2025-12-19T00:00:00-05:00,2025-12-19 00:00:00-05:00,,2026-01-12T00:00:00-05:00,2026-01-15T16:00:00-05:00
AMD,1D,demand,DBR,2026-01-09T00:00:00-05:00,205.72,203.07,205.72,207.3,203.07,203.17,4.23,0.88,-0.91,0.6,2.55,0.99,fresh,0,False,7.59,2026-01-12T00:00:00-05:00,2026-01-12 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,90m,supply,RBD,2026-01-13T11:00:00-05:00,359.49,357.56,357.56,359.49,355.56,358.5,3.93,0.96,1.59,-0.65,2.69,0.54,fresh,0,False,4.94,2026-01-13T12:30:00-05:00,2026-01-13 12:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,90m,supply,DBD,2026-01-13T15:30:00-05:00,355.05,354.55,354.8,355.05,353.93,354.55,1.12,0.45,-0.35,-4.06,41.58,2.53,fresh,0,False,10.28,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,90m,demand,RBR,2026-01-14T15:30:00-05:00,339.89,338.2,339.06,340.61,338.2,339.89,2.41,1.22,0.4,1.82,9.48,2.09,fresh,0,False,7.66,2026-01-15T09:30:00-05:00,2026-01-15 09:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,90m,supply,RBD,2026-01-15T11:00:00-05:00,348.62,347.1,347.7,348.62,346.58,347.1,2.04,0.7,1.78,-0.51,3.41,0.73,fresh,0,False,4.99,2026-01-15T12:30:00-05:00,2026-01-15 12:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1H,demand,RBR,2026-01-08T15:30:00-05:00,333.04,331.5,333.04,333.36,331.5,332.4,1.86,1.21,0.48,2.66,5.79,2.13,fresh,0,False,8.29,2026-01-09T09:30:00-05:00,2026-01-09 09:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1H,supply,DBD,2026-01-13T13:30:00-05:00,358.06,356.89,357.26,358.06,355.7,356.89,2.36,0.51,-0.49,-0.63,5.53,0.61,fresh,0,False,4.74,2026-01-13T14:30:00-05:00,2026-01-13 14:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1H,supply,DBD,2026-01-13T15:30:00-05:00,355.05,354.55,354.8,355.05,353.93,354.55,1.12,0.73,-0.79,-5.25,39.53,2.86,fresh,0,False,10.36,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1H,demand,DBR,2026-01-14T12:30:00-05:00,336.99,335.53,336.99,337.29,335.53,336.81,1.76,0.78,0.09,0.55,11.01,1.23,one_test,1,False,3.78,2026-01-14T13:30:00-05:00,2026-01-14 13:30:00-05:00,,2026-01-14T14:30:00-05:00,2026-01-15T16:00:00-05:00
AVGO,1H,demand,RBR,2026-01-14T14:30:00-05:00,339.06,336.08,338.76,339.47,336.08,339.06,3.39,1.11,0.6,0.22,2.75,1.78,fresh,0,False,5.5,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1H,supply,DBD,2026-01-15T12:30:00-05:00,347.9,346.84,347.1,347.9,346.44,346.84,1.46,0.54,-0.15,-0.68,9.04,0.7,fresh,0,False,4.88,2026-01-15T13:30:00-05:00,2026-01-15 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1H,supply,DBD,2026-01-15T14:30:00-05:00,344.75,344.11,344.5,344.75,342.62,344.11,2.13,0.78,-0.76,-0.29,2.63,0.87,fresh,0,False,4.66,2026-01-15T15:30:00-05:00,2026-01-15 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,2H,supply,RBD,2026-01-13T11:30:00-05:00,359.49,356.73,356.73,359.49,355.62,357.31,3.87,0.84,1.06,-0.52,4.16,0.61,fresh,0,False,5.13,2026-01-13T13:30:00-05:00,2026-01-13 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,2H,supply,DBD,2026-01-13T15:30:00-05:00,355.05,354.55,354.8,355.05,353.93,354.55,1.12,0.36,-0.59,-3.85,48.88,2.56,fresh,0,False,10.41,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,2H,demand,DBR,2026-01-14T11:30:00-05:00,336.81,334.42,336.5,337.6,334.42,336.81,3.18,1.15,-3.7,0.47,7.49,1.29,fresh,0,False,5.76,2026-01-14T13:30:00-05:00,2026-01-14 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,2H,supply,RBD,2026-01-15T11:30:00-05:00,348.62,346.84,347.28,348.62,346.44,346.84,2.18,0.66,1.53,-0.6,6.14,0.89,fresh,0,False,5.49,2026-01-15T13:30:00-05:00,2026-01-15 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1D,demand,DBR,2025-08-21T00:00:00-04:00,290.06,286.17,290.06,292.38,286.17,289.6,6.21,0.85,-0.59,0.49,4.9,0.93,one_test,1,False,5.92,2025-08-22T00:00:00-04:00,2025-08-22 00:00:00-04:00,,2025-09-02T00:00:00-04:00,2026-01-15T16:00:00-05:00
AVGO,1D,demand,RBR,2025-08-25T00:00:00-04:00,294.23,291.71,292.81,298.4,291.71,294.23,6.69,0.85,0.49,0.4,2.58,1.45,multiple_tests,3,False,5.35,2025-08-26T00:00:00-04:00,2025-08-26 00:00:00-04:00,,2025-09-02T00:00:00-04:00,2026-01-15T16:00:00-05:00
AVGO,1D,demand,RBR,2025-08-27T00:00:00-04:00,300.25,293.78,297.53,301.18,293.78,300.25,7.4,0.77,0.64,0.9,2.1,1.05,multiple_tests,3,False,5.45,2025-08-28T00:00:00-04:00,2025-08-28 00:00:00-04:00,,2025-09-03T00:00:00-04:00,2026-01-15T16:00:00-05:00
AVGO,1D,demand,RBR,2025-09-03T00:00:00-04:00,302.39,296.4,302.29,304.45,296.4,302.39,8.05,1.04,0.54,0.4,10.4,1.76,fresh,0,False,8.16,2025-09-04T00:00:00-04:00,2025-09-04 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
AVGO,1D,demand,DBR,2025-09-30T00:00:00-04:00,330.12,324.61,330.12,331.05,324.61,329.91,6.44,0.65,-0.41,0.31,24.98,0.69,multiple_tests,5,False,4.5,2025-10-01T00:00:00-04:00,2025-10-01 00:00:00-04:00,,2025-12-18T00:00:00-05:00,2026-01-15T16:00:00-05:00
AVGO,1D,supply,DBD,2025-12-11T00:00:00-05:00,409.3,404.82,404.82,409.3,394.19,406.37,15.11,1.75,0.01,-3.02,12.96,3.67,fresh,0,False,12.02,2025-12-12T00:00:00-05:00,2025-12-12 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
AVGO,1D,supply,RBD,2026-01-13T00:00:00-05:00,359.49,352.88,352.88,359.49,350.91,354.61,8.58,0.5,0.81,-1.24,5.25,0.82,fresh,0,False,8.06,2026-01-14T00:00:00-05:00,2026-01-14 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,90m,supply,DBD,2026-01-12T14:00:00-05:00,452.13,450.93,451.07,452.13,449.45,450.93,2.68,0.74,-0.58,-0.4,13.13,0.43,multiple_tests,2,False,2.08,2026-01-12T15:30:00-05:00,2026-01-12 15:30:00-05:00,,2026-01-13T11:00:00-05:00,2026-01-15T16:00:00-05:00
TSLA,90m,supply,DBD,2026-01-13T11:00:00-05:00,451.81,449.37,451.1,451.81,448.63,449.37,3.18,0.8,0.09,-0.89,2.57,0.74,fresh,0,False,5.38,2026-01-13T12:30:00-05:00,2026-01-13 12:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,90m,demand,DBR,2026-01-14T14:00:00-05:00,436.38,435.03,436.38,438.37,435.03,435.16,3.34,0.75,-0.2,0.86,3.36,0.48,fresh,0,False,5.09,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,90m,supply,RBD,2026-01-15T11:00:00-05:00,444.34,443.12,443.27,444.34,441.97,443.12,2.37,0.73,0.86,-0.07,2.35,0.59,fresh,0,False,4.41,2026-01-15T12:30:00-05:00,2026-01-15 12:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,90m,supply,DBD,2026-01-15T12:30:00-05:00,443.82,442.81,443.16,443.82,441.1,442.81,2.72,0.61,-0.11,-0.99,12.31,0.83,fresh,0,False,5.57,2026-01-15T14:00:00-05:00,2026-01-15 14:00:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,1H,demand,DBR,2026-01-08T13:30:00-05:00,434.16,432.43,434.16,434.95,432.43,433.76,2.52,0.48,-0.31,0.26,3.12,0.54,one_test,1,False,2.8,2026-01-08T14:30:00-05:00,2026-01-08 14:30:00-05:00,,2026-01-09T09:30:00-05:00,2026-01-15T16:00:00-05:00
TSLA,1H,demand,RBR,2026-01-08T15:30:00-05:00,435.85,434.35,434.94,436.25,434.35,435.85,1.9,0.53,0.54,2.01,8.43,2.46,multiple_tests,5,False,5.47,2026-01-09T09:30:00-05:00,2026-01-09 09:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-01-15T16:00:00-05:00
TSLA,1H,supply,DBD,2026-01-12T14:30:00-05:00,451.96,450.93,451.74,451.96,449.45,450.93,2.51,0.62,0.02,-0.46,2.42,0.59,multiple_tests,3,False,2.05,2026-01-12T15:30:00-05:00,2026-01-12 15:30:00-05:00,,2026-01-13T11:30:00-05:00,2026-01-15T16:00:00-05:00
TSLA,1H,supply,RBD,2026-01-13T11:30:00-05:00,451.81,449.37,450.31,451.81,448.63,449.37,3.18,0.71,0.55,-0.46,2.05,0.62,fresh,0,False,4.58,2026-01-13T12:30:00-05:00,2026-01-13 12:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,1H,supply,RBD,2026-01-13T15:30:00-05:00,447.83,446.24,446.24,447.83,445.68,447.17,2.15,0.52,0.55,-1.85,3.11,2.04,fresh,0,False,7.39,2026-01-14T09:30:00-05:00,2026-01-14 09:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,1H,demand,DBR,2026-01-14T12:30:00-05:00,436.41,434.76,436.18,436.51,434.76,436.41,1.75,0.57,-0.5,0.12,2.27,0.6,multiple_tests,2,False,1.72,2026-01-14T13:30:00-05:00,2026-01-14 13:30:00-05:00,,2026-01-14T15:30:00-05:00,2026-01-15T16:00:00-05:00
TSLA,1H,demand,DBR,2026-01-14T14:30:00-05:00,436.91,435.03,436.91,438.37,435.03,435.16,3.34,0.8,-0.3,1.0,2.33,0.69,fresh,0,False,5.19,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,1H,supply,RBD,2026-01-15T12:30:00-05:00,443.4,443.16,443.16,443.4,441.1,443.24,2.3,0.61,0.11,-0.53,24.74,0.61,fresh,0,False,4.64,2026-01-15T13:30:00-05:00,2026-01-15 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,2H,supply,RBD,2026-01-12T13:30:00-05:00,452.13,450.85,450.85,452.13,449.45,450.93,2.68,0.74,0.39,-0.34,24.63,0.32,multiple_tests,2,False,2.16,2026-01-12T15:30:00-05:00,2026-01-12 15:30:00-05:00,,2026-01-13T11:30:00-05:00,2026-01-15T16:00:00-05:00
TSLA,2H,supply,RBD,2026-01-13T09:30:00-05:00,451.66,450.17,450.17,451.66,445.4,450.32,6.26,1.63,-0.11,-0.55,18.63,0.74,fresh,0,False,5.29,2026-01-13T11:30:00-05:00,2026-01-13 11:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,2H,demand,DBR,2026-01-14T13:30:00-05:00,436.36,434.91,436.36,438.37,434.91,435.16,3.46,0.78,-0.6,0.76,3.41,0.39,fresh,0,False,5.15,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,2H,supply,RBD,2026-01-15T11:30:00-05:00,443.54,442.74,442.74,443.54,441.1,443.24,2.44,0.65,0.79,-0.94,9.52,0.78,fresh,0,False,5.72,2026-01-15T13:30:00-05:00,2026-01-15 13:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,3H,demand,DBR,2026-01-14T12:30:00-05:00,436.18,434.76,436.18,438.37,434.76,435.16,3.61,0.75,-1.81,0.62,4.0,0.26,fresh,0,False,5.38,2026-01-14T15:30:00-05:00,2026-01-14 15:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,3H,supply,RBD,2026-01-15T09:30:00-05:00,445.36,441.06,441.06,445.36,439.48,443.12,5.88,1.46,1.34,-0.78,2.28,0.82,fresh,0,False,6.1,2026-01-15T12:30:00-05:00,2026-01-15 12:30:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,1D,demand,RBR,2025-08-05T00:00:00-04:00,308.95,305.5,308.95,312.45,305.5,308.72,6.95,0.63,0.58,1.07,52.26,0.86,fresh,0,False,7.93,2025-08-06T00:00:00-04:00,2025-08-06 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
TSLA,1D,demand,RBR,2025-08-07T00:00:00-04:00,322.27,316.16,319.79,322.4,316.16,322.27,6.24,0.74,1.27,0.69,3.31,1.02,multiple_tests,3,False,5.21,2025-08-08T00:00:00-04:00,2025-08-08 00:00:00-04:00,,2025-08-22T00:00:00-04:00,2026-01-15T16:00:00-05:00
TSLA,1D,demand,DBR,2025-08-21T00:00:00-04:00,322.08,318.68,322.08,324.9,318.68,320.11,6.22,0.68,-0.81,1.74,9.31,1.14,fresh,0,False,8.88,2025-08-22T00:00:00-04:00,2025-08-22 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
TSLA,1D,demand,RBR,2025-09-04T00:00:00-04:00,338.53,331.48,336.15,338.89,331.48,338.53,7.41,0.81,0.8,1.07,5.17,1.45,fresh,0,False,8.52,2025-09-05T00:00:00-04:00,2025-09-05 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
TSLA,1D,demand,RBR,2025-09-10T00:00:00-04:00,350.55,346.07,350.55,356.33,346.07,347.79,10.26,0.98,0.12,1.85,6.75,1.41,fresh,0,False,9.26,2025-09-11T00:00:00-04:00,2025-09-11 00:00:00-04:00,,,2026-01-15T16:00:00-05:00
TSLA,1D,demand,DBR,2025-11-21T00:00:00-05:00,402.32,383.76,402.32,402.8,383.76,391.09,19.04,1.14,-0.65,1.34,2.38,1.09,fresh,0,False,8.43,2025-11-24T00:00:00-05:00,2025-11-24 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,1D,demand,DBR,2025-12-02T00:00:00-05:00,430.81,422.12,430.81,436.8,422.12,429.24,14.68,0.83,-0.05,0.94,9.32,1.05,multiple_tests,3,False,5.49,2025-12-03T00:00:00-05:00,2025-12-03 00:00:00-05:00,,2026-01-09T00:00:00-05:00,2026-01-15T16:00:00-05:00
TSLA,1D,supply,RBD,2025-12-22T00:00:00-05:00,498.83,488.73,489.88,498.83,485.33,488.73,13.5,1.11,0.36,-0.21,3.33,0.74,multiple_tests,2,False,4.45,2025-12-23T00:00:00-05:00,2025-12-23 00:00:00-05:00,,2025-12-26T00:00:00-05:00,2026-01-15T16:00:00-05:00
TSLA,1D,supply,DBD,2025-12-24T00:00:00-05:00,490.9,485.4,488.48,490.9,476.8,485.4,14.1,0.55,-0.23,-0.71,3.26,0.78,fresh,0,False,7.49,2025-12-26T00:00:00-05:00,2025-12-26 00:00:00-05:00,,,2026-01-15T16:00:00-05:00
TSLA,1D,supply,RBD,2026-01-05T00:00:00-05:00,457.55,447.99,447.99,457.55,444.57,451.67,12.98,0.9,0.13,-1.25,3.65,1.19,multiple_tests,3,False,5.94,2026-01-06T00:00:00-05:00,2026-01-06 00:00:00-05:00,,2026-01-13T00:00:00-05:00,2026-01-15T16:00:00-05:00
