symbol,timeframe,zone_type,pattern,base_time,zone_top,zone_bottom,base_open,base_high,base_low,base_close,base_range,base_volume_ratio,prior_atr,departure_atr,departure_body_vs_base_body,departure_volume_ratio,freshness,tests,broken,quality_score,active_after_time,_active_after,broken_time,last_test_time,snapshot_as_of,confluence_count,confluence_timeframes,merged_from,primary_timeframe,primary_base_time
AAPL,1H,supply,DBD,2026-05-01T11:30:00-04:00,285.49,283.95,283.95,285.49,283.2,283.95,2.29,1.64,-0.59,-0.49,114.5,0.85,fresh,0,False,4.84,2026-05-01T12:30:00-04:00,2026-05-01 12:30:00-04:00,,,2026-05-01T16:00:00-04:00,1,1H,1H supply 283.95-285.49 DBD,1H,2026-05-01T11:30:00-04:00
AMD,1D,demand,DBR,2025-09-08T00:00:00-04:00,151.8,149.22,151.8,152.64,149.22,151.41,3.42,0.83,-1.87,0.8,9.82,0.85,one_test,1,False,6.15,2025-09-09T00:00:00-04:00,2025-09-09 00:00:00-04:00,,2025-09-18T00:00:00-04:00,2026-05-01T16:00:00-04:00,1,1D,1D demand 149.22-151.80 DBR,1D,2025-09-08T00:00:00-04:00
AMD,1D,demand,DBR,2025-09-17T00:00:00-04:00,159.28,155.76,159.28,161.63,155.76,159.16,5.87,0.98,-0.39,-0.24,58.0,1.98,multiple_tests,2,False,6.22,2025-09-18T00:00:00-04:00,2025-09-18 00:00:00-04:00,,2025-09-26T00:00:00-04:00,2026-05-01T16:00:00-04:00,2,1D,1D demand 155.76-159.28 DBR; 1D demand 155.90-157.39 DBR,1D,2025-09-17T00:00:00-04:00
AMD,1D,demand,RBR,2025-09-30T00:00:00-04:00,161.79,159.33,160.79,162.28,159.33,161.79,2.95,0.68,0.46,0.43,3.1,0.91,fresh,0,False,7.34,2025-10-01T00:00:00-04:00,2025-10-01 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,1,1D,1D demand 159.33-161.79 RBR,1D,2025-09-30T00:00:00-04:00
AMD,1D/4H/3H/2H/90m/1H,demand,DBR,2026-03-03T00:00:00-05:00,192.49,188.22,191.46,193.64,188.22,190.95,5.42,0.88,-0.97,1.17,19.51,0.96,fresh,0,False,8.44,2026-03-04T00:00:00-05:00,2026-03-04 00:00:00-05:00,,2026-03-09T00:00:00-04:00,2026-05-01T16:00:00-04:00,13,"1D,4H,3H,2H,90m,1H",1D demand 188.22-191.46 DBR; 4H demand 189.02-192.02 DBR; 4H demand 190.72-192.49 DBR; 4H demand 190.50-191.47 DBR; 3H demand 189.02-192.02 DBR; 3H demand 191.25-192.45 DBR; 2H demand 189.02-192.02 DBR; 2H demand 190.50-191.23 DBR; 2H demand 191.25-192.45 DBR; 90m demand 190.50-191.23 DBR; 90m demand 191.25-192.45 DBR; 1H demand 190.50-191.23 DBR; 1H demand 191.25-192.45 DBR,1D,2026-03-03T00:00:00-05:00
AMD,1D/4H/3H/2H/90m,demand,DBR/RBR,2026-03-06T00:00:00-05:00,196.68,191.25,195.27,200.24,191.25,192.43,8.99,0.91,-1.12,1.19,4.69,1.04,fresh,0,False,8.13,2026-03-09T00:00:00-04:00,2026-03-09 00:00:00-04:00,,2026-03-30T00:00:00-04:00,2026-05-01T16:00:00-04:00,10,"1D,4H,3H,2H,90m",1D demand 191.25-195.27 DBR; 1D demand 195.26-196.68 RBR; 4H demand 192.87-196.05 DBR; 4H demand 192.27-193.45 DBR; 3H demand 192.87-196.19 DBR; 3H demand 192.27-194.07 DBR; 2H demand 192.87-196.05 DBR; 2H demand 192.27-193.45 RBR; 90m demand 192.87-196.05 RBR; 90m demand 192.27-193.52 DBR,1D,2026-03-06T00:00:00-05:00
AMD,1D/3H/2H/1H,demand,DBR/RBR,2026-03-18T00:00:00-04:00,200.82,195.75,196.0,202.86,195.75,199.46,7.11,0.82,0.4,0.8,2.96,0.93,fresh,0,False,7.38,2026-03-19T00:00:00-04:00,2026-03-19 00:00:00-04:00,,2026-03-31T00:00:00-04:00,2026-05-01T16:00:00-04:00,4,"1D,3H,2H,1H",1D demand 195.75-199.46 RBR; 3H demand 195.79-196.31 DBR; 2H demand 196.41-200.82 RBR; 1H demand 196.41-198.69 DBR,1D,2026-03-18T00:00:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-03-31T14:30:00-04:00,203.71,201.18,202.37,204.0,201.95,203.34,2.05,0.66,0.5,1.49,3.36,0.89,one_test,1,False,8.26,2026-04-01T06:30:00-04:00,2026-04-01 06:30:00-04:00,,2026-04-02T06:30:00-04:00,2026-05-01T16:00:00-04:00,6,"4H,3H,2H,90m,1H",4H demand 201.95-203.34 RBR; 3H demand 201.18-203.34 RBR; 2H demand 201.95-203.34 RBR; 90m demand 202.95-203.42 DBR; 1H demand 202.95-203.71 DBR; 1H demand 201.18-202.41 RBR,4H,2026-03-31T14:30:00-04:00
AMD,1D/4H/2H,demand,DBR/RBR,2026-04-01T00:00:00-04:00,210.21,205.84,207.59,213.83,205.84,210.21,7.99,1.2,1.65,0.85,5.12,1.13,fresh,0,False,8.98,2026-04-02T00:00:00-04:00,2026-04-02 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,3,"1D,4H,2H",1D demand 205.84-210.21 RBR; 4H demand 208.77-210.19 RBR; 2H demand 208.77-210.19 DBR,1D,2026-04-01T00:00:00-04:00
AMD,3H/90m,demand,DBR,2026-04-01T13:30:00-04:00,212.51,208.77,212.51,212.79,208.77,210.19,4.02,0.97,-0.12,-0.21,2.28,0.74,one_test,1,False,4.45,2026-04-02T07:30:00-04:00,2026-04-02 07:30:00-04:00,,2026-04-02T10:30:00-04:00,2026-05-01T16:00:00-04:00,2,"3H,90m",3H demand 208.77-212.51 DBR; 90m demand 209.83-210.19 DBR,3H,2026-04-01T13:30:00-04:00
AMD,90m/1H,demand,RBR,2026-04-02T13:30:00-04:00,215.94,214.62,215.18,216.17,214.62,215.94,1.55,0.67,0.45,0.4,2.13,0.97,fresh,0,False,5.37,2026-04-02T15:00:00-04:00,2026-04-02 15:00:00-04:00,,2026-04-07T10:30:00-04:00,2026-05-01T16:00:00-04:00,2,"90m,1H",90m demand 214.62-215.94 RBR; 1H demand 214.62-215.29 RBR,90m,2026-04-02T13:30:00-04:00
AMD,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-07T00:00:00-04:00,221.53,215.38,218.25,222.1,215.38,221.53,6.72,0.8,0.47,1.2,3.14,1.07,fresh,0,False,9.77,2026-04-08T00:00:00-04:00,2026-04-08 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,12,"1D,4H,3H,2H,90m,1H",1D demand 215.38-221.53 RBR; 1D demand 217.73-220.18 RBR; 4H demand 216.77-221.43 RBR; 4H demand 215.90-218.52 RBR; 3H demand 216.77-221.43 RBR; 3H demand 215.90-218.46 DBR; 2H demand 216.77-221.43 RBR; 2H demand 218.26-219.00 DBR; 90m demand 216.77-218.41 DBR; 1H demand 216.77-218.74 RBR; 1H demand 216.56-217.56 RBR; 1H demand 215.90-218.46 DBR,1D,2026-04-07T00:00:00-04:00
AMD,1D/4H/3H/2H/1H,demand,RBR,2026-04-08T00:00:00-04:00,232.92,227.09,232.12,234.0,227.09,231.82,6.91,1.06,1.33,0.55,12.09,0.81,fresh,0,False,8.86,2026-04-09T00:00:00-04:00,2026-04-09 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,5,"1D,4H,3H,2H,1H",1D demand 227.09-232.12 RBR; 4H demand 230.91-232.92 RBR; 3H demand 230.91-232.92 RBR; 2H demand 230.91-232.92 RBR; 1H demand 230.08-231.35 RBR,1D,2026-04-08T00:00:00-04:00
AMD,1D/4H/2H/90m/1H,demand,RBR,2026-04-09T00:00:00-04:00,236.64,230.91,233.01,237.1,230.91,236.64,6.19,0.8,1.72,0.96,2.32,1.08,fresh,0,False,11.39,2026-04-10T00:00:00-04:00,2026-04-10 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,6,"1D,4H,2H,90m,1H",1D demand 230.91-236.64 RBR; 4H demand 234.86-236.62 RBR; 2H demand 234.86-236.62 RBR; 2H demand 233.42-235.31 RBR; 90m demand 236.03-236.62 RBR; 1H demand 236.30-236.62 RBR,1D,2026-04-09T00:00:00-04:00
AMD,1D/2H/1H,demand,DBR/RBR,2026-04-13T00:00:00-04:00,246.83,242.03,245.03,247.33,242.03,246.83,5.3,0.67,1.15,0.93,2.93,0.76,fresh,0,False,8.69,2026-04-14T00:00:00-04:00,2026-04-14 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,3,"1D,2H,1H",1D demand 242.03-246.83 RBR; 2H demand 244.84-245.52 RBR; 1H demand 244.84-246.20 DBR,1D,2026-04-13T00:00:00-04:00
AMD,1D/4H/3H/2H/1H,demand,DBR/RBR,2026-04-15T00:00:00-04:00,258.12,251.85,254.96,258.18,251.85,258.12,6.33,0.73,1.23,2.19,4.2,1.92,fresh,0,False,11.61,2026-04-16T00:00:00-04:00,2026-04-16 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,7,"1D,4H,3H,2H,1H",1D demand 251.85-258.12 RBR; 4H demand 251.85-256.12 DBR; 3H demand 251.85-256.12 DBR; 2H demand 251.85-255.93 DBR; 2H demand 252.17-253.43 RBR; 1H demand 253.70-254.75 DBR; 1H demand 252.77-253.43 RBR,1D,2026-04-15T00:00:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-20T14:30:00-04:00,276.13,272.85,274.36,276.5,274.16,274.94,2.34,0.56,-0.33,1.23,6.66,0.83,fresh,0,False,8.56,2026-04-21T06:30:00-04:00,2026-04-21 06:30:00-04:00,,,2026-05-01T16:00:00-04:00,5,"4H,3H,2H,90m,1H",4H demand 274.16-274.94 RBR; 3H demand 272.85-274.94 RBR; 2H demand 274.16-274.94 RBR; 90m demand 274.16-276.13 RBR; 1H demand 274.16-275.55 DBR,4H,2026-04-20T14:30:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-21T14:30:00-04:00,284.42,281.11,284.24,286.2,281.77,284.42,4.43,0.77,0.55,1.93,21.44,1.03,fresh,0,False,9.46,2026-04-22T06:30:00-04:00,2026-04-22 06:30:00-04:00,,,2026-05-01T16:00:00-04:00,6,"4H,3H,2H,90m,1H",4H demand 281.77-284.42 RBR; 3H demand 281.21-284.42 RBR; 2H demand 281.77-284.42 RBR; 90m demand 281.77-284.42 RBR; 90m demand 281.11-281.67 DBR; 1H demand 281.11-282.70 DBR,4H,2026-04-21T14:30:00-04:00
AMD,2H/90m/1H,demand,DBR/RBR,2026-04-22T10:30:00-04:00,297.84,293.48,295.2,298.18,293.48,296.15,4.7,1.24,2.05,0.69,4.12,1.22,fresh,0,False,7.0,2026-04-22T12:30:00-04:00,2026-04-22 12:30:00-04:00,,,2026-05-01T16:00:00-04:00,3,"2H,90m,1H",2H demand 293.48-296.15 RBR; 90m demand 293.48-296.00 RBR; 1H demand 294.64-297.84 DBR,2H,2026-04-22T10:30:00-04:00
AMD,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-23T00:00:00-04:00,305.33,299.05,302.01,310.22,299.76,305.33,10.46,1.23,1.98,4.04,3.33,2.21,fresh,0,False,13.71,2026-04-24T00:00:00-04:00,2026-04-24 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,11,"1D,4H,3H,2H,90m,1H",1D demand 299.76-305.33 RBR; 4H demand 302.70-305.24 RBR; 3H demand 299.76-305.24 RBR; 2H demand 302.70-305.24 DBR; 90m demand 302.70-305.24 RBR; 90m demand 299.76-303.81 DBR; 90m demand 300.62-303.44 RBR; 1H demand 302.70-305.24 RBR; 1H demand 303.03-304.40 DBR; 1H demand 302.03-303.44 RBR; 1H demand 299.05-300.50 RBR,1D,2026-04-23T00:00:00-04:00
AMD,4H/3H/2H/1H,demand,DBR/RBR,2026-04-29T06:30:00-04:00,326.84,317.8,326.7,327.99,318.86,326.84,9.13,0.68,0.11,1.1,63.96,1.48,fresh,0,False,9.08,2026-04-29T10:30:00-04:00,2026-04-29 10:30:00-04:00,,,2026-05-01T16:00:00-04:00,4,"4H,3H,2H,1H",4H demand 318.86-326.84 RBR; 3H demand 318.86-326.84 RBR; 2H demand 318.86-326.84 RBR; 1H demand 317.80-320.55 DBR,4H,2026-04-29T06:30:00-04:00
AMD,2H/90m/1H,demand,DBR/RBR,2026-04-29T10:30:00-04:00,328.09,326.05,326.82,333.95,326.05,328.08,7.9,1.11,0.62,0.96,6.19,0.69,fresh,0,False,6.65,2026-04-29T12:30:00-04:00,2026-04-29 12:30:00-04:00,,,2026-05-01T16:00:00-04:00,3,"2H,90m,1H",2H demand 326.05-328.08 RBR; 90m demand 326.23-327.86 RBR; 1H demand 326.05-328.09 DBR,2H,2026-04-29T10:30:00-04:00
AMD,90m/1H,demand,DBR/RBR,2026-04-29T15:00:00-04:00,339.25,336.0,337.45,340.17,336.0,337.06,4.17,0.68,0.51,0.81,4.27,1.22,fresh,0,False,6.28,2026-04-30T09:00:00-04:00,2026-04-30 09:00:00-04:00,,,2026-05-01T16:00:00-04:00,2,"90m,1H",90m demand 336.00-337.45 RBR; 1H demand 336.00-339.25 DBR,90m,2026-04-29T15:00:00-04:00
AMD,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-05-01T06:30:00-04:00,352.77,349.51,351.81,358.24,349.51,352.21,8.73,0.64,0.02,0.92,20.85,1.05,fresh,0,False,8.47,2026-05-01T10:30:00-04:00,2026-05-01 10:30:00-04:00,,,2026-05-01T16:00:00-04:00,6,"4H,3H,2H,90m,1H",4H demand 349.51-352.21 DBR; 3H demand 349.51-352.21 DBR; 2H demand 349.51-352.21 DBR; 90m demand 351.02-352.08 RBR; 1H demand 351.00-352.77 RBR; 1H demand 351.60-352.08 RBR,4H,2026-05-01T06:30:00-04:00
AMZN,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-03-30T00:00:00-04:00,201.69,197.28,201.48,203.8,199.98,200.95,3.82,1.03,-1.39,1.55,6.46,1.29,fresh,0,False,10.34,2026-03-31T00:00:00-04:00,2026-03-31 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,18,"1D,4H,3H,2H,90m,1H",1D demand 199.98-201.48 DBR; 1D demand 197.28-198.88 DBR; 4H demand 199.98-200.96 DBR; 4H demand 198.21-199.54 DBR; 3H demand 199.98-201.69 DBR; 3H demand 200.19-201.47 RBR; 3H demand 198.94-200.60 RBR; 2H demand 199.98-200.96 DBR; 2H demand 197.88-198.77 DBR; 2H demand 200.19-201.47 RBR; 90m demand 199.98-200.90 DBR; 90m demand 197.88-198.77 DBR; 90m demand 199.14-199.59 DBR; 90m demand 200.19-201.47 RBR; 90m demand 197.28-198.88 DBR; 1H demand 199.98-200.90 RBR; 1H demand 197.28-198.88 DBR; 1H demand 198.94-200.49 DBR,1D,2026-03-30T00:00:00-04:00
AMZN,3H/2H/90m/1H,demand,RBR,2026-03-31T07:30:00-04:00,206.35,204.14,204.89,207.34,204.14,206.21,3.2,0.74,1.69,1.1,2.24,1.27,one_test,1,False,6.87,2026-03-31T10:30:00-04:00,2026-03-31 10:30:00-04:00,,2026-04-02T07:30:00-04:00,2026-05-01T16:00:00-04:00,4,"3H,2H,90m,1H",3H demand 204.14-206.21 RBR; 2H demand 204.43-206.35 RBR; 90m demand 204.43-206.20 RBR; 1H demand 205.27-206.35 RBR,3H,2026-03-31T07:30:00-04:00
AMZN,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-07T00:00:00-04:00,213.78,207.91,211.24,213.97,209.07,213.77,4.9,0.68,0.88,1.64,2.96,1.23,fresh,0,False,10.44,2026-04-08T00:00:00-04:00,2026-04-08 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,19,"1D,4H,3H,2H,90m,1H",1D demand 209.07-213.77 RBR; 1D demand 208.19-210.57 RBR; 4H demand 211.27-213.78 RBR; 4H demand 209.64-211.19 DBR; 4H demand 208.49-209.02 DBR; 4H demand 207.91-208.63 RBR; 3H demand 209.64-211.19 DBR; 3H demand 208.19-210.75 RBR; 3H demand 207.91-209.14 RBR; 3H demand 208.49-209.78 RBR; 2H demand 211.27-213.78 RBR; 2H demand 208.49-209.26 DBR; 2H demand 207.91-208.63 RBR; 90m demand 211.27-212.02 DBR; 90m demand 209.07-210.97 DBR; 90m demand 207.91-208.93 DBR; 1H demand 209.07-210.56 DBR; 1H demand 207.91-209.04 DBR; 1H demand 208.79-209.11 RBR,1D,2026-04-07T00:00:00-04:00
AMZN,4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-08T14:30:00-04:00,221.79,220.08,221.77,221.93,220.18,221.25,1.75,0.88,-0.01,1.11,6.4,1.06,fresh,0,False,8.87,2026-04-09T06:30:00-04:00,2026-04-09 06:30:00-04:00,,,2026-05-01T16:00:00-04:00,6,"4H,3H,2H,90m,1H",4H demand 220.18-221.77 DBR; 3H demand 220.18-221.79 DBR; 2H demand 220.18-221.77 DBR; 90m demand 220.18-221.25 RBR; 90m demand 220.08-221.45 RBR; 1H demand 220.08-221.29 RBR,4H,2026-04-08T14:30:00-04:00
AMZN,4H/3H/2H,demand,RBR,2026-04-09T06:30:00-04:00,225.23,223.27,225.23,226.46,223.27,224.58,3.19,1.08,0.94,2.35,10.9,3.06,fresh,0,False,11.35,2026-04-09T10:30:00-04:00,2026-04-09 10:30:00-04:00,,,2026-05-01T16:00:00-04:00,3,"4H,3H,2H",4H demand 223.27-225.23 RBR; 3H demand 223.27-225.23 RBR; 2H demand 223.27-225.23 RBR,4H,2026-04-09T06:30:00-04:00
AMZN,2H/90m/1H,demand,RBR,2026-04-09T12:30:00-04:00,231.99,230.48,231.77,232.25,230.48,231.65,1.77,1.37,2.5,0.71,16.75,1.74,fresh,0,False,7.45,2026-04-09T14:30:00-04:00,2026-04-09 14:30:00-04:00,,,2026-05-01T16:00:00-04:00,3,"2H,90m,1H",2H demand 230.48-231.77 RBR; 90m demand 230.63-231.99 RBR; 1H demand 230.63-231.65 RBR,2H,2026-04-09T12:30:00-04:00
AMZN,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-13T00:00:00-04:00,239.89,235.75,237.45,240.0,235.75,239.89,4.25,0.94,1.24,1.81,2.97,1.62,fresh,0,False,10.93,2026-04-14T00:00:00-04:00,2026-04-14 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,12,"1D,4H,3H,2H,90m,1H",1D demand 235.75-239.89 RBR; 4H demand 238.21-239.86 RBR; 4H demand 235.75-237.34 DBR; 3H demand 238.21-239.86 RBR; 3H demand 235.75-237.34 DBR; 2H demand 238.21-239.86 RBR; 2H demand 235.75-237.34 DBR; 2H demand 237.86-238.88 RBR; 90m demand 238.27-238.75 DBR; 90m demand 235.75-237.34 DBR; 1H demand 238.21-238.72 DBR; 1H demand 235.75-237.34 DBR,1D,2026-04-13T00:00:00-04:00
AMZN,2H/90m/1H,demand,DBR,2026-04-20T10:30:00-04:00,247.16,245.37,247.16,247.32,245.37,246.77,1.95,0.84,-1.37,0.38,2.65,0.5,fresh,0,False,5.88,2026-04-20T12:30:00-04:00,2026-04-20 12:30:00-04:00,,,2026-05-01T16:00:00-04:00,3,"2H,90m,1H",2H demand 245.37-247.16 DBR; 90m demand 245.37-247.16 DBR; 1H demand 246.14-247.01 DBR,2H,2026-04-20T10:30:00-04:00
AMZN,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-23T00:00:00-04:00,255.69,249.1,255.39,258.79,253.07,255.08,5.72,0.85,0.87,1.51,12.94,1.17,fresh,0,False,11.07,2026-04-24T00:00:00-04:00,2026-04-24 00:00:00-04:00,,,2026-05-01T16:00:00-04:00,17,"1D,4H,3H,2H,90m,1H",1D demand 253.07-255.39 RBR; 4H demand 254.49-255.32 DBR; 4H demand 249.10-251.12 DBR; 4H demand 251.99-253.88 RBR; 3H demand 253.07-255.12 RBR; 3H demand 249.10-251.59 DBR; 3H demand 251.99-253.27 RBR; 2H demand 254.49-255.32 DBR; 2H demand 249.10-251.12 DBR; 2H demand 251.99-253.19 RBR; 2H demand 253.83-255.69 RBR; 90m demand 254.49-255.12 RBR; 90m demand 249.10-251.06 DBR; 90m demand 253.83-255.69 RBR; 1H demand 254.49-255.67 DBR; 1H demand 251.99-253.00 DBR; 1H demand 252.58-253.27 RBR,1D,2026-04-23T00:00:00-04:00
AMZN,1D/4H/3H/2H/90m/1H,demand,DBR/RBR,2026-04-28T00:00:00-04:00,260.75,256.16,258.39,261.03,256.63,259.7,4.4,0.92,-0.74,0.57,3.85,1.58,fresh,0,False,9.2,2026-04-29T00:00:00-04:00,2026-04-29 00:00:00-04:00,,2026-04-30T00:00:00-04:00,2026-05-01T16:00:00-04:00,8,"1D,4H,3H,2H,90m,1H",1D demand 256.63-259.70 DBR; 4H demand 258.86-259.77 RBR; 3H demand 256.16-259.88 DBR; 3H demand 257.69-260.75 RBR; 2H demand 256.16-259.13 DBR; 2H demand 258.86-259.77 RBR; 90m demand 257.75-259.88 RBR; 1H demand 257.83-259.88 RBR,1D,2026-04-28T00:00:00-04:00
