status,symbol,current_price,setup,scenario,scenario_label,option_contract,bias,side,timeframe,pattern,zone_type,zone_top,zone_bottom,trigger_level,confirmation_level,invalidation_level,distance_pct,freshness,freshness_label,tests,departure_atr,departure_grade,departure_volume_ratio,departure_body_vs_base_body,volume_grade,quality_score,target,estimated_rr,target_rr_raw,target_quality,target_level,target_reject_reason,target_rr_range,target_ladder,target_1_zone,target_1_rr,target_1_freshness,target_1_tests,target_1_role,target_2_zone,target_2_rr,target_2_freshness,target_2_tests,target_2_role,target_3_zone,target_3_rr,target_3_freshness,target_3_tests,target_3_role,intervening_zone_count,nearest_obstacle_zone,target_selection_reason,grade,confluence_count,confluence_timeframes,merged_from,primary_timeframe,closest_demand_bottom,closest_demand_top,closest_demand_timeframe,closest_demand_relation,distance_to_demand_pct,closest_supply_bottom,closest_supply_top,closest_supply_timeframe,closest_supply_relation,distance_to_supply_pct,price_position_status,current_price_as_of,structure_bias_5m,structure_detail_5m,last_swing_high_5m,prior_swing_high_5m,last_swing_low_5m,prior_swing_low_5m,structure_bias_15m,structure_detail_15m,last_swing_high_15m,prior_swing_high_15m,last_swing_low_15m,prior_swing_low_15m,structure_bias_1d,structure_detail_1d,last_swing_high_1d,prior_swing_high_1d,last_swing_low_1d,prior_swing_low_1d,structure_alignment,price_structure_bias,structure_trade_alignment,latest_price_session,latest_price_time,prior_rth_close,gap_abs,gap_pct,gap_direction,gap_size_bucket,recent_move_direction,recent_move_pct,recent_move_strength,price_vs_9ema,price_vs_vwap,ema9,session_vwap,volume_ratio_recent,volume_state,vpa_state,current_price_session,snapshot_context_time,snapshot_context_type,gap_zone_context,zone_thesis,zone_movement_state,historical_zone_tendency,historical_reaction_score,observation_score,observation_reason,watch_for,movement_watchlist_bucket,rejection_reasons,setup_quality_score,setup_quality_grade,rr_tier,rr_tier_class,rr_range_summary,final_eligible,watchlist_bucket,scenario_status,confirmation_needed,duplicate_rows_collapsed
Immediate,TSLA,449.09,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/2H/90m/1H,DBD/RBD,supply,457.55,447.99,457.55,457.55,447.99,0.0,fresh,Fresh / untested (0 tests),0,-1.25,Moderate,1.19,3.65,Average,7.44,"1D supply @ 485.40 (RR 3.80, fresh, tests 0, quality 14.4)",3.8,3.8,14.44,485.4,,1:3.80,"T1: 1D supply @ 485.40 (RR 3.80, fresh, tests 0, quality 14.4)","1D supply @ 485.40 (RR 3.80, fresh, tests 0, quality 14.4)",3.8,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,4,"1D,2H,90m,1H",1D supply 447.99-457.55 RBD; 2H supply 450.85-452.13 RBD; 90m supply 450.93-452.13 DBD; 1H supply 450.93-451.96 DBD,1D,446.92,449.83,1H,containing_price,0.0,447.99,457.55,1D/2H/90m/1H,containing_price,0.0,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,448.93,0.16,0.036,Flat / no meaningful gap,flat,Sideways,-0.333,grinding,below_9ema,above_vwap,449.79,448.857,1.946,high_volume,volume_expansion_with_direction,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 50%, breaks 33% (6 tests)",-3.33,69.7,"structure mixed; testing supply; volume expansion; gap into supply; Supply history: rejects 50%, breaks 33% (6 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,8.86,A+,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.80 (Strong 1:2.5–1:3.99); range 1:3.80–1:3.80,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,AAPL,259.29,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D/1H,DBR/RBR,demand,260.37,256.22,256.22,256.22,260.37,0.0,fresh,Fresh / untested (0 tests),0,0.21,Weak,1.05,3.69,Average,8.76,"1D demand @ 248.25 (RR 2.66, fresh, tests 0, quality 14.0)",2.66,2.66,13.98,248.25,,1:2.66–1:13.47,"T1: 1D demand @ 248.25 (RR 2.66, fresh, tests 0, quality 14.0) | T2: 1D demand @ 239.97 (RR 4.66, fresh, tests 0, quality 17.9) | T3: 1D demand @ 227.92 (RR 7.56, multiple_tests, tests 3, quality 6.9) | T4: 1D demand @ 220.03 (RR 9.46, fresh, tests 0, quality 16.4) | T5: 1D demand @ 203.40 (RR 13.47, fresh, tests 0, quality 17.0)","1D demand @ 248.25 (RR 2.66, fresh, tests 0, quality 14.0)",2.66,fresh,0.0,hard_target,"1D demand @ 239.97 (RR 4.66, fresh, tests 0, quality 17.9)",4.66,fresh,0.0,hard_target,"1D demand @ 227.92 (RR 7.56, multiple_tests, tests 3, quality 6.9)",7.56,multiple_tests,3.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,4,"1D,1H",1D demand 256.22-259.37 RBR; 1D demand 258.01-259.94 DBR; 1H demand 259.05-260.37 RBR; 1H demand 258.24-259.12 RBR,1D,256.22,260.37,1D/1H,containing_price,0.0,260.36,261.33,2H/1H,above_price,0.41,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,260.21,-0.92,-0.354,Flat / no meaningful gap,flat,Bearish,-0.688,grinding,below_9ema,below_vwap,260.658,260.217,2.425,high_volume,high_volume,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 0%, breaks 50% (2 tests)",10.0,71.0,"structure mixed; testing demand; gap into demand; Demand history: holds 0%, breaks 50% (2 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,8.786,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:2.66 (Strong 1:2.5–1:3.99); range 1:2.66–1:7.56,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Immediate,NVDA,184.88,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D,DBR/RBR,demand,185.08,182.35,182.35,182.35,185.08,0.0,fresh,Fresh / untested (0 tests),0,0.02,Weak,0.85,7.82,Weak,7.37,"1D demand @ 174.53 (RR 3.79, fresh, tests 0, quality 14.8)",3.79,3.79,14.79,174.53,,1:3.79–1:5.17,"T1: 1D demand @ 174.53 (RR 3.79, fresh, tests 0, quality 14.8) | T2: 1D demand @ 172.64 (RR 4.48, multiple_tests, tests 3, quality 6.9) | T3: 1D demand @ 170.76 (RR 5.17, fresh, tests 0, quality 14.3)","1D demand @ 174.53 (RR 3.79, fresh, tests 0, quality 14.8)",3.79,fresh,0.0,hard_target,"1D demand @ 172.64 (RR 4.48, multiple_tests, tests 3, quality 6.9)",4.48,multiple_tests,3.0,hard_target,"1D demand @ 170.76 (RR 5.17, fresh, tests 0, quality 14.3)",5.17,fresh,0.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,2,1D,1D demand 183.67-185.08 DBR; 1D demand 182.35-183.92 RBR,1D,182.35,185.08,1D,containing_price,0.0,186.78,187.12,1H,above_price,1.03,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,184.89,-0.01,-0.005,Flat / no meaningful gap,flat,Bearish,-0.728,grinding,below_9ema,below_vwap,185.592,185.039,1.957,high_volume,high_volume,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 22%, breaks 44% (9 tests)",4.44,65.4,"structure mixed; testing demand; gap into demand; Demand history: holds 22%, breaks 44% (9 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,8.393,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.79 (Strong 1:2.5–1:3.99); range 1:3.79–1:5.17,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Immediate,META,642.9,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D,DBR/RBR,demand,647.51,631.63,631.63,631.63,647.51,0.0,one_test,One successful retest (1 tests),1,0.45,Weak,0.82,42.36,Weak,7.27,"1D demand @ 594.25 (RR 3.06, fresh, tests 0, quality 13.9)",3.06,3.06,13.92,594.25,,1:3.06,"T1: 1D demand @ 594.25 (RR 3.06, fresh, tests 0, quality 13.9)","1D demand @ 594.25 (RR 3.06, fresh, tests 0, quality 13.9)",3.06,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,4,1D,1D demand 635.72-646.06 DBR; 1D demand 638.70-647.51 RBR; 1D demand 631.63-637.69 RBR; 1D demand 637.76-640.87 RBR,1D,631.63,647.51,1D,containing_price,0.0,646.74,648.54,2H/90m/1H,above_price,0.6,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,641.93,0.97,0.151,Flat / no meaningful gap,flat,Bearish,-0.822,directional,below_9ema,above_vwap,644.611,642.197,3.437,high_volume,high_volume,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 43%, breaks 43% (7 tests)",0.0,61.0,"structure mixed; testing demand; gap into demand; Demand history: holds 43%, breaks 43% (7 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,8.354,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.06 (Strong 1:2.5–1:3.99); range 1:3.06–1:3.06,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Immediate,RBLX,76.32,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D,DBD,supply,77.63,76.27,77.63,77.63,76.27,0.0,one_test,One successful retest (1 tests),1,-0.97,Weak,1.75,6.26,Excellent,7.22,"1D supply @ 81.04 (RR 3.47, fresh, tests 0, quality 17.2)",3.47,3.47,17.2,81.04,,1:3.47–1:20.60,"T1: 1D supply @ 81.04 (RR 3.47, fresh, tests 0, quality 17.2) | T2: 1D supply @ 87.18 (RR 7.99, one_test, tests 1, quality 10.0) | T3: 1D supply @ 94.19 (RR 13.14, fresh, tests 0, quality 14.6) | T4: 1D supply @ 100.47 (RR 17.76, fresh, tests 0, quality 14.2) | T5: 1D supply @ 104.34 (RR 20.60, fresh, tests 0, quality 14.5)","1D supply @ 81.04 (RR 3.47, fresh, tests 0, quality 17.2)",3.47,fresh,0.0,hard_target,"1D supply @ 87.18 (RR 7.99, one_test, tests 1, quality 10.0)",7.99,one_test,1.0,hard_target,"1D supply @ 94.19 (RR 13.14, fresh, tests 0, quality 14.6)",13.14,fresh,0.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A,1,1D,1D supply 76.27-77.63 DBD,1D,74.78,75.52,2H/90m/1H,below_price,1.05,76.27,77.63,1D,containing_price,0.0,inside_supply,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,76.72,-0.4,-0.521,Flat / no meaningful gap,flat,Bullish,0.54,grinding,below_9ema,below_vwap,76.47,76.668,3.485,high_volume,absorption_possible,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 50%, breaks 50% (8 tests)",0.0,69.0,"structure mixed; testing supply; possible absorption; gap into supply; Supply history: rejects 50%, breaks 50% (8 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Developing movement watch,eligible_pre_grade,7.755,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.47 (Strong 1:2.5–1:3.99); range 1:3.47–1:13.14,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,CRM,258.27,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,1D,DBR,demand,260.0,256.51,256.51,256.51,260.0,0.0,fresh,Fresh / untested (0 tests),0,-0.1,Weak,0.77,6.67,Weak,6.87,"1D demand @ 238.72 (RR 5.60, fresh, tests 0, quality 16.2)",5.6,5.6,16.2,238.72,,1:5.60–1:8.86,"T1: 1D demand @ 238.72 (RR 5.60, fresh, tests 0, quality 16.2) | T2: 1D demand @ 230.54 (RR 7.95, fresh, tests 0, quality 13.2) | T3: 1D demand @ 227.34 (RR 8.86, one_test, tests 1, quality 11.3)","1D demand @ 238.72 (RR 5.60, fresh, tests 0, quality 16.2)",5.6,fresh,0.0,hard_target,"1D demand @ 230.54 (RR 7.95, fresh, tests 0, quality 13.2)",7.95,fresh,0.0,hard_target,"1D demand @ 227.34 (RR 8.86, one_test, tests 1, quality 11.3)",8.86,one_test,1.0,hard_target,2,,t1_nearest_unbroken_opposing_zone,A,1,1D,1D demand 256.51-260.00 DBR,1D,256.51,260.0,1D,containing_price,0.0,259.97,267.82,1D/90m/1H,above_price,0.66,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,259.38,-1.11,-0.428,Flat / no meaningful gap,flat,Bearish,-0.867,directional,below_9ema,below_vwap,259.47,259.154,3.23,high_volume,high_volume,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 33%, breaks 67% (3 tests)",6.67,67.7,"structure mixed; testing demand; gap into demand; Demand history: holds 33%, breaks 67% (3 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Developing movement watch,eligible_pre_grade,7.968,A,Excellent 1:4.0+,rr-excellent,T1 1:5.60 (Excellent 1:4.0+); range 1:5.60–1:8.86,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Immediate,AVGO,351.08,Supply Zone Breakout,supply_break,Supply Breakout / Continuation — Calls,Calls,Bullish,long,1D/1H,RBD,supply,353.9,349.85,353.9,353.9,349.85,0.0,fresh,Fresh / untested (0 tests),0,-0.31,Weak,0.36,30.25,Weak,5.19,"1D supply @ 404.82 (RR 13.27, fresh, tests 0, quality 18.0)",6.0,13.27,18.02,404.82,,1:13.27,"T1: 1D supply @ 404.82 (RR 13.27, fresh, tests 0, quality 18.0)","1D supply @ 404.82 (RR 13.27, fresh, tests 0, quality 18.0)",13.27,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A,2,"1D,1H",1D supply 349.85-352.68 RBD; 1H supply 353.23-353.90 RBD,1D,349.0,350.02,90m/1H,below_price,0.3,349.85,353.9,1D/1H,containing_price,0.0,inside_supply,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,352.23,-1.15,-0.326,Flat / no meaningful gap,flat,Bearish,-0.595,grinding,below_9ema,below_vwap,352.974,352.373,2.703,high_volume,volume_expansion_with_direction,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_supply,Supply Breakout Watch,testing_supply,"Supply history: rejects 30%, breaks 40% (10 tests)",2.0,75.0,"structure mixed; testing supply; volume expansion; gap into supply; Supply history: rejects 30%, breaks 40% (10 tests)","Watch for a strong RTH close above supply, opening-volume confirmation, and hold/retest above the zone.",Priority movement watch,eligible_pre_grade,7.848,A,Excellent 1:4.0+,rr-excellent,T1 1:13.27 (Excellent 1:4.0+); range 1:13.27–1:13.27,True,Final / Actionable,Ready: wait for 5M trigger,Calls: 5M close above supply; hold/retest above zone; volume expands on break or continuation; above 9EMA/VWAP; higher-high or higher-low structure,1
Immediate,PANW,187.91,Demand Zone Breakdown,demand_break,Demand Breakdown / Continuation — Puts,Puts,Bearish,short,90m,DBR,demand,188.63,187.35,187.35,187.35,188.63,0.0,fresh,Fresh / untested (0 tests),0,0.34,Weak,0.52,29.7,Weak,5.11,"1D demand @ 183.00 (RR 3.84, fresh, tests 0, quality 14.1)",3.84,3.84,14.08,183.0,,1:3.84–1:15.42,"T1: 1D demand @ 183.00 (RR 3.84, fresh, tests 0, quality 14.1) | T2: 1D demand @ 168.17 (RR 15.42, fresh, tests 0, quality 14.3)","1D demand @ 183.00 (RR 3.84, fresh, tests 0, quality 14.1)",3.84,fresh,0.0,hard_target,"1D demand @ 168.17 (RR 15.42, fresh, tests 0, quality 14.3)",15.42,fresh,0.0,hard_target,,,,,,1,,t1_nearest_unbroken_opposing_zone,A,2,90m,90m demand 187.35-188.18 DBR; 90m demand 187.89-188.63 DBR,90m,187.35,188.63,90m,containing_price,0.0,188.63,189.75,2H/90m/1H,above_price,0.38,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,188.84,-0.93,-0.492,Flat / no meaningful gap,flat,Sideways,-0.003,sideways,below_9ema,below_vwap,188.582,188.947,2.882,high_volume,volume_expansion_with_direction,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_demand,Demand Breakdown Watch,testing_demand,"Demand history: holds 25%, breaks 75% (8 tests)",10.0,83.0,"structure mixed; testing demand; volume expansion; gap into demand; Demand history: holds 25%, breaks 75% (8 tests)","Watch for strong RTH close below demand, opening-volume confirmation, and hold/retest below the zone.",Priority movement watch,eligible_pre_grade,7.827,A,Strong 1:2.5–1:3.99,rr-strong,T1 1:3.84 (Strong 1:2.5–1:3.99); range 1:3.84–1:15.42,True,Final / Actionable,Ready: wait for 5M trigger,Puts: 5M close below demand; hold/retest below zone; volume expands on break or continuation; below 9EMA/VWAP; lower-low or lower-high structure,1
Near-Term,AAPL,259.29,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H/1H,DBD/RBD,supply,261.33,260.36,261.33,260.36,261.33,0.41,fresh,Fresh / untested (0 tests),0,-0.37,Weak,0.36,10.71,Weak,7.0,"1D demand @ 248.25 (RR 5.41, fresh, tests 0, quality 14.0)",5.41,5.41,13.98,248.25,,1:5.41–1:27.40,"T1: 1D demand @ 248.25 (RR 5.41, fresh, tests 0, quality 14.0) | T2: 1D demand @ 239.97 (RR 9.47, fresh, tests 0, quality 17.9) | T3: 1D demand @ 227.92 (RR 15.38, multiple_tests, tests 3, quality 6.9) | T4: 1D demand @ 220.03 (RR 19.24, fresh, tests 0, quality 16.4) | T5: 1D demand @ 203.40 (RR 27.40, fresh, tests 0, quality 17.0)","1D demand @ 248.25 (RR 5.41, fresh, tests 0, quality 14.0)",5.41,fresh,0.0,hard_target,"1D demand @ 239.97 (RR 9.47, fresh, tests 0, quality 17.9)",9.47,fresh,0.0,hard_target,"1D demand @ 227.92 (RR 15.38, multiple_tests, tests 3, quality 6.9)",15.38,multiple_tests,3.0,hard_target,4,,t1_nearest_unbroken_opposing_zone,A+,3,"2H,1H",2H supply 260.90-261.19 RBD; 1H supply 260.36-261.33 DBD; 1H supply 260.65-261.19 RBD,2H,256.22,260.37,1D/1H,containing_price,0.0,260.36,261.33,2H/1H,above_price,0.41,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,260.21,-0.92,-0.354,Flat / no meaningful gap,flat,Bearish,-0.688,grinding,below_9ema,below_vwap,260.658,260.217,2.425,high_volume,high_volume,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_demand,Supply Rejection Watch,rejecting_from_supply,"Supply history: rejects 50%, breaks 33% (6 tests)",3.33,72.3,"structure mixed; rejecting from supply; gap into demand; Supply history: rejects 50%, breaks 33% (6 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Priority movement watch,eligible_pre_grade,9.059,A+,Excellent 1:4.0+,rr-excellent,T1 1:5.41 (Excellent 1:4.0+); range 1:5.41–1:15.38,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,1
Near-Term,META,642.9,Supply Zone Rejection,supply_reject,Supply Rejection — Puts,Puts,Bearish,short,2H/90m/1H,DBD/RBD,supply,648.54,646.74,648.54,646.74,648.54,0.6,fresh,Fresh / untested (0 tests),0,-0.89,Weak,1.1,11.16,Average,8.25,"1D demand @ 594.25 (RR 8.63, fresh, tests 0, quality 13.9)",6.0,8.63,13.92,594.25,,1:8.63,"T1: 1D demand @ 594.25 (RR 8.63, fresh, tests 0, quality 13.9)","1D demand @ 594.25 (RR 8.63, fresh, tests 0, quality 13.9)",8.63,fresh,0.0,hard_target,,,,,,,,,,,0,,t1_nearest_unbroken_opposing_zone,A+,4,"2H,90m,1H",2H/90m/1H supply 646.74-648.54 RR 6.00; 90m/1H supply 651.88-654.30 RR 4.27,2H,631.63,647.51,1D,containing_price,0.0,646.74,648.54,2H/90m/1H,above_price,0.6,inside_demand,2026-01-13T08:00:00-05:00,Insufficient structure,,,,,,Insufficient structure,,,,,,Insufficient structure,,,,,,Range-bound / insufficient,Range-bound / insufficient,Mixed / no clear structure edge,Premarket,2026-01-13 08:00 AM EST,641.93,0.97,0.151,Flat / no meaningful gap,flat,Bearish,-0.822,directional,below_9ema,above_vwap,644.611,642.197,3.437,high_volume,high_volume,Premarket,2026-01-13T08:00:00-05:00,preopen,gap_into_demand,Supply Rejection Watch,rejecting_from_supply,"Supply history: rejects 67%, breaks 33% (3 tests)",6.67,75.7,"structure mixed; rejecting from supply; gap into demand; Supply history: rejects 67%, breaks 33% (3 tests)","Watch for failure to close above supply, upper-wick/absorption behavior, then bearish follow-through away from the zone.",Priority movement watch,eligible_pre_grade,9.502,A+,Excellent 1:4.0+,rr-excellent,T1 1:8.63 (Excellent 1:4.0+); range 1:8.63–1:8.63,True,Final / Actionable,Ready: wait for 5M trigger,Puts: supply test; rejection candle; lose/hold below 9EMA and VWAP; bearish continuation/DBD; downside volume response; market context weakening,2
